year,session,code,unit,max_mark,a*,a,b,c,d,e,u
2020,Nov,WCH11,"Structure, Bonding and Introduction to Organic Chemistry",80,,54,45,37,29,21,0
2020,Nov,WCH12,"Energetics, Group Chemistry, Halogenoalkanes and Alcohols",80,,44,37,30,23,17,0
2020,Nov,WCH13,Practical Skills in Chemistry I,50,,30,26,22,18,14,0
2020,Nov,WCH14,"Rates, Equilibria and Further Organic Chemistry",90,73,61,50,39,29,19,0
2020,Nov,WCH15,Transition Metals and Organic Nitrogen Chemistry,90,63,53,44,35,27,19,0
2020,Nov,WCH16,Practical Skills in Chemistry II,50,40,33,27,22,17,12,0
2020,Nov,WDM01,Decision Mathematics D1,75,,50,42,34,26,18,0
2020,Nov,WDM11,Mathematics: Decision D1 (New),75,,46,38,30,22,14,0
2020,Nov,WEC03,Business Behavior,80,56,47,37,28,19,10,0
2020,Nov,WEC04,Developments in the Global Economy,80,61,53,45,37,30,23,0
2020,Nov,WEC11,Markets in Action,80,,52,43,34,25,17,0
2020,Nov,WEC12,Macroeconomic performance and policy,80,,53,44,35,27,19,0
2020,Nov,WEC13,Business Behaviour,80,55,46,37,28,19,10,0
2020,Nov,WEC14,Developments in the Global Economy,80,62,54,46,38,30,22,0
2020,Nov,WFM01,Further Pure Mathematics F1,75,,52,44,36,28,20,0
2020,Nov,WFM02,Further Pure Mathematics F2,75,61,52,43,34,25,16,0
2020,Nov,WFM03,Further Pure Mathematics F3,75,64,53,41,30,19,8,0
2020,Nov,WHI01,"A - France in Revolution, 1774-99",50,,36,31,26,21,16,0
2020,Nov,WHI02,"C - Russia, 1917-91: From Lenin to Yeltsin",50,,29,26,23,20,17,0
2020,Nov,WHI03,"C - Germany: United, Divided and Reunited, 1870–1990",50,33,29,25,22,19,16,0
2020,Nov,WHI04,"C - The World Divided: Superpower Relations, 1943–90",50,34,30,26,22,19,16,0
2020,Nov,WIT11,Unit 1 - International Advanced Subsidiary Level,80,,31,24,17,11,5,0
2020,Nov,WIT12,Unit 2 - International Advanced Subsidiary Level,80,,39,30,21,13,5,0
2020,Nov,WIT13,Unit 3 - International Advanced Level,80,42,34,26,19,12,5,0
2020,Nov,WIT14,Unit 4 - International Advanced Level,80,43,35,27,19,12,5,0
2020,Nov,WMA01,Core Mathematics C12,125,,83,64,45,27,9,0
2020,Nov,WMA02,Core Mathematics C34,125,106,87,68,50,32,14,0
2020,Nov,WMA11,Mathematics: Pure Maths P1 (New),75,,51,40,30,20,10,0
2020,Nov,WMA12,Mathematics: Pure Maths P2 (New),75,,55,43,31,20,9,0
2020,Nov,WMA13,Mathematics: Pure Maths P3 (New),75,64,53,42,31,20,9,0
2020,Nov,WMA14,Mathematics: Pure Maths P4 (New),75,64,53,41,30,19,8,0
2020,Nov,WME01,Mechanics M1,75,,49,38,27,16,6,0
2020,Nov,WME02,Mechanics M2,75,58,48,38,28,18,8,0
2020,Nov,WME03,Mechanics M3,75,61,52,42,33,24,15,0
2020,Nov,WPH04,Physics On The Move,80,68,59,49,40,31,22,0
2020,Nov,WPH05,Physics from Creation to Collapse,80,63,53,44,35,26,18,0
2020,Nov,WPH06,Experimental Physics,40,31,26,22,18,15,12,0
2020,Nov,WPH11,Unit 1: Mechanics and Materials,80,,38,34,30,27,24,0
2020,Nov,WPH12,Unit 2: Waves and Electricity,80,,43,38,33,29,25,0
2020,Nov,WPH13,Unit 3: Practical Skills in Physics I,50,,28,25,22,20,18,0
2020,Nov,WPH14,"Unit 4: Further Mechanics, Fields and Particles",90,64,54,48,42,36,30,0
2020,Nov,WPH16,Unit 6: Practical Skills in Physics II,50,33,27,24,21,18,15,0
2020,Nov,WPS01,Social and cognitive psychology,64,,24,20,16,12,8,0
2020,Nov,WPS02,"Biological psychology, learning theories and development",96,,40,32,24,17,10,0
2020,Nov,WPS03,Applications of Psychology,64,38,31,24,18,12,6,0
2020,Nov,WPS04,Clinical Psychology and Psychological Skills,96,45,37,29,22,15,8,0
2020,Nov,WST01,Statistics S1,75,,42,33,24,16,8,0
2020,Nov,WST02,Statistics S2,75,59,49,39,29,19,10,0
2020,Nov,WST03,Statistics S3,75,64,55,44,34,24,14,0
2020,Nov,YLA1,Law (Papers 1 & 2),200,95,81,69,57,46,35,0
2020,Jan,WAA01,Understanding and Written Response,80,,54,46,38,30,23,0
2020,Jan,WAA02,"Research, Writing and Research",80,58,50,42,34,26,19,0
2020,Jan,WAC11,Unit 1: The Accounting System and Costing,200,,134,116,99,82,65,0
2020,Jan,WAC12,Unit 2: Corporate and Management Accounting,200,145,128,111,94,78,62,0
2020,Jan,WBI11,"Unit 1: Molecules, Diet, Transport and Health",80,,48,43,38,33,29,0
2020,Jan,WBI12,"Unit 2: Cells, Development, Biodiversity and Conservation",80,,47,43,39,35,31,0
2020,Jan,WBI13,Unit 3: Practical Skills in Biology I,50,,37,33,29,25,22,0
2020,Jan,WBI14,"Unit 4: Energy, Environment, Microbiology and Immunity",90,59,55,51,47,43,40,0
2020,Jan,WBS11,Marketing and People,80,,54,48,43,38,33,0
2020,Jan,WBS12,Managing business activities,80,,51,45,40,35,30,0
2020,Jan,WBS13,Unit 3: Business decisions and strategy,80,54,49,44,39,34,29,0
2020,Jan,WCH11,"Structure, Bonding and Introduction to Organic Chemistry",80,,59,53,47,42,37,0
2020,Jan,WCH12,"Energetics, Group Chemistry, Halogenoalkanes and Alcohols",80,,55,49,43,38,33,0
2020,Jan,WCH13,Practical Skills in Chemistry I,50,,36,32,28,25,22,0
2020,Jan,WCH14,"Rates, Equilibria and Further Organic Chemistry",90,73,67,61,55,50,45,0
2020,Jan,WDM01,Decision Mathematics D1,75,,56,50,44,39,34,0
2020,Jan,WDM11,Mathematics: Decision D1 (New),75,,55,49,43,38,33,0
2020,Jan,WEC11,Markets in Action,80,,58,52,46,40,35,0
2020,Jan,WEC12,Macroeconomic performance and policy,80,,57,51,45,40,35,0
2020,Jan,WEC13,Business Behaviour,80,55,50,45,40,36,32,0
2020,Jan,WEN01,Language: Context and Identity,50,,37,32,27,22,17,0
2020,Jan,WEN02,Language in Transition,50,,33,28,23,18,13,0
2020,Jan,WEN03,Crafting Language (Writing),50,42,36,30,25,20,15,0
2020,Jan,WEN04,Investigating Language,50,42,37,32,27,23,19,0
2020,Jan,WET01,Post-2000 Poetry and Prose,50,,36,32,28,25,22,0
2020,Jan,WET02,Drama,50,,35,31,28,25,22,0
2020,Jan,WET03,Poetry and Prose,50,40,36,32,28,24,20,0
2020,Jan,WET04,Shakespeare and Pre-1900 Poetry,50,40,36,32,28,24,20,0
2020,Jan,WFM01,Further Pure Mathematics F1,75,,65,60,55,50,46,0
2020,Jan,WFR01,Spoken Expression and Response,40,,32,28,24,20,16,0
2020,Jan,WFR02,Understanding and Written Response,90,,63,57,51,45,40,0
2020,Jan,WFR03,Understanding and Spoken Response,40,36,33,28,24,20,16,0
2020,Jan,WFR04,"Research, Understanding and Written Response",90,81,72,63,54,45,36,0
2020,Jan,WGE01,Global Challenges,90,,58,54,50,46,42,0
2020,Jan,WGE02,Geographical Investigations,60,,46,42,39,36,33,0
2020,Jan,WGE03,Contested Planet,90,66,60,54,48,43,38,0
2020,Jan,WGE04,Researching Geography,60,54,48,42,36,30,24,0
2020,Jan,WGK01,Understanding and Written Response,80,,60,52,44,36,29,0
2020,Jan,WGK02,Writing and Research,80,69,61,53,45,38,31,0
2020,Jan,WGN01,Spoken Expression and Response,40,,32,28,24,20,17,0
2020,Jan,WGN02,Understanding and Written Response,90,,64,56,48,40,33,0
2020,Jan,WGN03,Understanding and Spoken Response,40,36,33,28,24,20,16,0
2020,Jan,WGN04,"Research, Understanding and Written Response",90,72,64,56,48,41,34,0
2020,Jan,WHI01,"A - France in Revolution, 1774-99",50,,39,34,29,25,21,0
2020,Jan,WHI01,"B - Russia in Revolution, 1881-1917",50,,39,34,29,25,21,0
2020,Jan,WHI01,"C - Germany, 1918-45",50,,39,34,29,24,20,0
2020,Jan,WHI01,"D - Britain, 1964-90",50,,39,34,29,25,21,0
2020,Jan,WHI02,"A - India, 1857-1948: The Raj to Partition",50,,34,31,28,25,22,0
2020,Jan,WHI02,"B - China, 1900-76",50,,34,31,28,25,22,0
2020,Jan,WHI02,"C - Russia, 1917-91: From Lenin to Yeltsin",50,,34,31,28,25,22,0
2020,Jan,WHI02,"D - South Africa, 1948-2014",50,,34,31,28,25,22,0
2020,Jan,WHI03,"A - The USA, Independence to Civil War, 1775–1865",50,38,34,30,27,24,21,0
2020,Jan,WHI03,"B - The British Experience of Warfare, 1803–1945",50,38,34,30,27,24,21,0
2020,Jan,WHI03,"C - Germany: United, Divided and Reunited, 1870–1990",50,38,34,30,27,24,21,0
2020,Jan,WHI03,"D - Civil Rights and Race Relations in the USA, 1865–2009",50,38,34,30,27,24,21,0
2020,Jan,WHI04,"B - The World in Crisis, 1879–1945",50,38,34,30,27,24,21,0
2020,Jan,WHI04,"C - The World Divided: Superpower Relations, 1943–90",50,38,34,30,27,24,21,0
2020,Jan,WHI04,"D - The Cold War and Hot War in Asia, 1945–90",50,38,34,30,27,24,21,0
2020,Jan,WMA01,Core Mathematics C12,125,,88,76,64,52,41,0
2020,Jan,WMA02,Core Mathematics C34: Paper 01,125,108,96,84,72,61,50,0
2020,Jan,WMA02,Core Mathematics C34: Paper 01C,125,113,102,89,76,63,51,0
2020,Jan,WMA11,Mathematics : Pure Maths P1 (New),75,,55,46,37,29,21,0
2020,Jan,WMA12,Mathematics : Pure Maths P2 (New),75,,52,46,40,34,28,0
2020,Jan,WMA13,Mathematics: Pure Maths P3 (New),75,63,57,51,45,39,33,0
2020,Jan,WME01,Mechanics M1,75,,60,53,46,39,32,0
2020,Jan,WME02,Mechanics M2,75,64,56,48,40,32,25,0
2020,Jan,WME03,Mechanics M3,75,69,64,56,48,40,32,0
2020,Jan,WPH11,Unit 1: Mechanics and Materials,80,,48,44,40,37,34,0
2020,Jan,WPH12,Unit 2: Waves and Electricity,80,,55,49,44,39,34,0
2020,Jan,WPH13,Unit 3: Practical Skills in Physics I,50,,31,27,24,21,18,0
2020,Jan,WPH14,"Unit 4: Further Mechanics, Fields and Particles",90,61,56,51,46,41,37,0
2020,Jan,WPS01,Social and cognitive psychology,64,,33,29,25,22,19,0
2020,Jan,WPS02,"Biological psychology, learning theories and development",96,,47,40,33,26,20,0
2020,Jan,WPS03,Applications of Psychology,64,39,35,31,27,23,19,0
2020,Jan,WPS04,Clinical Psychology and Psychological Skills,96,50,44,38,32,26,20,0
2020,Jan,WSP01,Spoken Expression and Response,40,,30,27,24,21,18,0
2020,Jan,WSP02,Understanding and Written Response,90,,72,64,56,48,40,0
2020,Jan,WSP03,Understanding and Spoken Response,40,33,30,27,24,21,19,0
2020,Jan,WSP04,"Research, Understanding and Written Response",90,81,72,63,54,46,38,0
2020,Jan,WST01,Statistics S1,75,,52,45,38,31,25,0
2020,Jan,WST02,Statistics S2,75,69,64,56,48,40,32,0
2019,Oct,WAC11,Unit 1: The Accounting System and Costing,200,,124,108,92,76,60,0
2019,Oct,WAC12,Unit 2: Corporate and Management Accounting,200,165,152,139,127,115,103,0
2019,Oct,WBI04,The Natural Environment and Species Survival,90,55,50,45,41,37,33,0
2019,Oct,WBI05,"Energy, Exercise and Coordination",90,66,60,54,48,42,37,0
2019,Oct,WBI06,Practical Biology and Investigative Skills,50,39,35,31,27,23,19,0
2019,Oct,WBI11,"Unit 1: Molecules, Diet, Transport and Health",80,,50,46,42,39,36,0
2019,Oct,WBI12,"Unit 2: Cells, Development, Biodiversity and Conservation",80,,52,48,44,41,38,0
2019,Oct,WBI13,Unit 3: Practical Skills in Biology I,50,,37,33,29,25,22,0
2019,Oct,WBS03,Strategic Business Decisions,80,66,60,54,48,43,38,0
2019,Oct,WBS04,Business in a Global Context,80,61,56,51,46,41,37,0
2019,Oct,WBS11,Marketing and People,80,,56,51,46,41,36,0
2019,Oct,WBS12,Managing business activities,80,,51,46,42,38,34,0
2019,Oct,WCH04,"General Principles Of Chemistry I: Rates, Equilibria and",90,76,70,64,58,53,48,0
2019,Oct,WCH05,General Principles Of Chemistry II – Transition Metals and,90,75,69,63,57,51,46,0
2019,Oct,WCH06,Chemistry Laboratory Skills II,50,36,33,30,27,24,21,0
2019,Oct,WCH11,"Structure, Bonding and Introduction to Organic Chemistry",80,,64,58,52,46,40,0
2019,Oct,WCH12,"Energetics, Group Chemistry, Halogenoalkanes an Alcohol",80,,60,54,49,44,39,0
2019,Oct,WCH13,Practical Skills in Chemistry,50,,37,33,29,25,22,0
2019,Oct,WEC03,Business Behavior,80,57,52,47,42,37,33,0
2019,Oct,WEC04,Developments in the Global Economy,80,64,59,54,49,45,41,0
2019,Oct,WEC11,Markets in Action,80,,59,52,46,40,34,0
2019,Oct,WEC12,Macroeconomic performance and policy,80,,57,51,45,40,35,0
2019,Oct,WHI01,"A - France in revolution, 1774-1779",50,,39,34,29,25,21,0
2019,Oct,WHI02,"C - Russia, 1917-1991: From Lenin to Yeltsin",50,,34,31,28,25,22,0
2019,Oct,WHI03,"C - Germany: United, divided and reunited, 1870-1990",50,38,34,30,27,24,21,0
2019,Oct,WHI04,"C - The world divided: Superpower relations, 1943-1990",50,38,34,30,27,24,21,0
2019,Oct,WMA01,Core Mathematics C12,125,,98,87,76,66,56,0
2019,Oct,WMA02,Core Mathematics C34,125,106,94,82,71,60,49,0
2019,Oct,WMA11,Mathematics : Pure Maths P1 (New),75,,52,45,38,31,25,0
2019,Oct,WMA12,Mathematics : Pure Maths P2 (New),75,,56,48,41,34,27,0
2019,Oct,WME01,Mechanics M1,75,,55,48,41,34,27,0
2019,Oct,WME02,Mechanics M2,75,68,61,54,47,41,35,0
2019,Oct,WPH04,Physics On The Move,80,59,54,49,44,40,36,0
2019,Oct,WPH05,Physics from Creation to Collapse,80,69,63,57,52,47,42,0
2019,Oct,WPH06,Experimental Physics,40,30,27,24,21,18,16,0
2019,Oct,WPH11,Unit 1: Mechanics and Materials,80,,44,40,36,32,28,0
2019,Oct,WPH12,Unit 2: Waves and Electricity,80,,50,45,40,36,32,0
2019,Oct,WPH13,Unit 3: Practical Skills in Physics I,50,,28,25,22,20,18,0
2019,Oct,WPS01,Social and cognitive psychology,64,,30,27,24,21,18,0
2019,Oct,WPS02,"Biological psychology, learning theories and development",96,,47,40,33,26,20,0
2019,Oct,WPS03,Applications of Psychology,64,39,35,31,27,23,19,0
2019,Oct,WPS04,Clinical Psychology and Psychological Skills,96,50,44,38,32,26,20,0
2019,Oct,WST01,Statistics S1,75,,54,46,39,32,25,0
2019,Oct,WST02,Statistics S2,75,69,63,56,49,42,36,0
2019,Oct,YLA1,Law (Papers 1 & 2),200,108,98,88,78,68,59,0
2019,Jun,WAA01,Understanding and Written Response,80,,54,46,38,30,23,0
2019,Jun,WAA02,"Research, Writing and Research",80,67,59,51,43,35,27,0
2019,Jun,WAC11,Unit 1: The Accounting System and Costing,200,,131,112,93,74,55,0
2019,Jun,WAC12,Unit 2: Corporate and Management Accounting,200,149,133,117,102,87,72,0
2019,Jun,WBI01,"Lifestyle, Transport, Genes and Health",80,,57,52,47,43,39,0
2019,Jun,WBI02,"Development, Plants and the Environment",80,,49,46,43,40,37,0
2019,Jun,WBI03,Practical Biology and Research Skills,40,,33,30,27,24,21,0
2019,Jun,WBI04,The Natural Environment and Species Survival,90,58,56,54,52,50,48,0
2019,Jun,WBI05,"Energy, Exercise and Coordination",90,57,54,51,48,45,42,0
2019,Jun,WBI06,Practical Biology and Investigative Skills,50,47,45,41,38,35,32,0
2019,Jun,WBI11,"Unit 1: Molecules, Diet, Transport and Health",80,,47,43,39,35,31,0
2019,Jun,WBI12,"Cells, Development, Biodiversity and Conservation",80,,50,46,42,39,36,0
2019,Jun,WBI13,Practical Skills in Biology I,50,,36,32,28,25,22,0
2019,Jun,WBS01,Business Enterprise,80,,55,49,44,39,34,0
2019,Jun,WBS02,Business Structures and Processes,80,,52,47,43,39,35,0
2019,Jun,WBS03,Strategic Business Decisions,80,62,57,52,47,43,39,0
2019,Jun,WBS04,Business in a Global Context,80,66,60,54,48,42,36,0
2019,Jun,WBS11,Marketing and People,80,,57,52,47,42,37,0
2019,Jun,WBS12,Managing business activities,80,,52,47,43,39,35,0
2019,Jun,WCH01,Core Principles Of Chemistry,80,,60,53,47,41,35,0
2019,Jun,WCH02,Application of Core Principles of Chemistry,80,,58,51,45,39,33,0
2019,Jun,WCH03,Chemistry Laboratory Skills I,50,,38,34,30,26,22,0
2019,Jun,WCH04,"General Principles Of Chemistry I: Rates, Equilibria and",90,80,73,66,60,54,48,0
2019,Jun,WCH05,General Principles Of Chemistry II – Transition Metals and,90,72,65,58,51,45,39,0
2019,Jun,WCH06,Chemistry Laboratory Skills II,50,43,39,35,32,29,26,0
2019,Jun,WCH11,"Structure, Bonding and Introduction to Organic Chemistry",80,,62,56,50,44,39,0
2019,Jun,WCH12,"Energetics, Group Chemistry, Halogenoalkanes an",80,,57,50,44,38,32,0
2019,Jun,WCH13,Practical Skills in Chemistry,50,,34,30,26,22,18,0
2019,Jun,WDM01,Decision Mathematics D1,75,,58,53,48,43,39,0
2019,Jun,WDM11,Mathematics: Decision D1 (New),75,,59,53,47,42,37,0
2019,Jun,WEC01,Markets in Action,80,,61,55,50,45,40,0
2019,Jun,WEC02,Macroeconomic Performance and Policy,80,,52,47,43,39,35,0
2019,Jun,WEC03,Business Behavior,80,58,52,46,41,36,31,0
2019,Jun,WEC04,Developments in the Global Economy,80,66,60,54,48,43,38,0
2019,Jun,WEC11,Markets in Action,80,,57,51,45,40,35,0
2019,Jun,WEC12,Macroeconomic performance and policy,80,,56,50,45,40,35,0
2019,Jun,WEN01,Language: Context and Identity,50,,36,31,26,21,16,0
2019,Jun,WEN02,Language in Transition,50,,36,31,26,21,16,0
2019,Jun,WEN03,Crafting Language (Writing),50,39,34,29,24,20,16,0
2019,Jun,WEN04,Investigating Language,50,39,34,29,24,20,16,0
2019,Jun,WET01,Post-2000 Poetry and Prose,50,,35,31,27,23,20,0
2019,Jun,WET02,Drama,50,,36,32,28,24,21,0
2019,Jun,WET03,Poetry and Prose,50,41,36,31,26,22,18,0
2019,Jun,WET04,Shakespeare and Pre-1900 Poetry,50,41,37,33,29,25,21,0
2019,Jun,WFM01,Further Pure Mathematics F1,75,,61,54,47,40,34,0
2019,Jun,WFM02,Further Pure Mathematics F2,75,71,68,61,54,47,40,0
2019,Jun,WFM03,Further Pure Mathematics F3,75,71,67,60,54,48,42,0
2019,Jun,WFR01,Spoken Expression and Response,40,,32,27,23,19,15,0
2019,Jun,WFR02,Understanding and Written Response,90,,69,62,56,50,44,0
2019,Jun,WFR03,Understanding and Spoken Response,40,36,33,28,24,20,16,0
2019,Jun,WFR04,"Research, Understanding and Written Response",90,77,68,59,50,42,34,0
2019,Jun,WGE01,Global Challenges,90,,61,57,53,49,46,0
2019,Jun,WGE02,Geographical Investigations,60,,49,46,43,40,37,0
2019,Jun,WGE03,Contested Planet,90,70,63,56,49,43,37,0
2019,Jun,WGE04,Researching Geography,60,54,49,43,37,31,25,0
2019,Jun,WGK01,Understanding and Written Response,80,,60,52,44,36,29,0
2019,Jun,WGK02,Writing and Research,80,69,61,53,45,38,31,0
2019,Jun,WGN01,Spoken Expression and Response,40,,32,28,24,20,17,0
2019,Jun,WGN02,Understanding and Written Response,90,,63,55,47,40,33,0
2019,Jun,WGN03,Understanding and Spoken Response,40,36,33,28,24,20,16,0
2019,Jun,WGN04,"Research, Understanding and Written Response",90,72,64,56,48,41,34,0
2019,Jun,WHI01,"A - France in Revolution, 1774-99",50,,39,34,29,25,21,0
2019,Jun,WHI01,"B - Russia in Revolution, 1881-1917",50,,39,34,29,25,21,0
2019,Jun,WHI01,"C - Germany, 1918-45",50,,38,33,28,24,20,0
2019,Jun,WHI01,"D - Britain, 1964-90",50,,39,34,29,25,21,0
2019,Jun,WHI02,"A - India, 1857-1948: The Raj to Partition",50,,34,31,28,25,22,0
2019,Jun,WHI02,"B - China, 1900-76",50,,34,31,28,25,22,0
2019,Jun,WHI02,"C - Russia, 1917-91: From Lenin to Yeltsin",50,,33,30,27,24,21,0
2019,Jun,WHI02,"D - South Africa, 1948-2014",50,,34,31,28,25,22,0
2019,Jun,WHI03,"A - The USA, Independence to Civil War, 1775–1865",50,38,34,30,27,24,21,0
2019,Jun,WHI03,"B - The British Experience of Warfare, 1803–1945",50,38,34,30,27,24,21,0
2019,Jun,WHI03,"C - Germany: United, Divided and Reunited, 1870–1990",50,38,34,30,27,24,21,0
2019,Jun,WHI03,"D - Civil Rights and Race Relations in the USA,",50,38,34,30,27,24,21,0
2019,Jun,WHI04,"A - The Making of Modern Europe, 1805–71",50,38,34,30,27,24,21,0
2019,Jun,WHI04,"B - The World in Crisis, 1879–1945",50,38,34,30,27,24,21,0
2019,Jun,WHI04,"C - The World Divided: Superpower Relations, 1943–90",50,38,34,30,27,24,21,0
2019,Jun,WHI04,"D - The Cold War and Hot War in Asia, 1945–90",50,38,34,30,27,24,21,0
2019,Jun,WIT01,The Information Age,60,,52,47,42,37,33,0
2019,Jun,WIT02,The Digital Economy,60,,51,46,41,37,33,0
2019,Jun,WIT03,The Knowledge Worker,90,,67,60,54,48,42,0
2019,Jun,WIT04,Using Database Software,90,79,72,65,58,51,44,0
2019,Jun,WIT05,Managing ICT Projects,60,56,53,48,43,38,33,0
2019,Jun,WIT06,Using Multimedia Software,60,56,53,48,43,38,33,0
2019,Jun,WIT07,Using Spreadsheet Software,60,54,48,42,37,32,27,0
2019,Jun,WIT08,Customising Applications,60,52,46,40,35,30,25,0
2019,Jun,WIT11,Unit 1 - International Advanced Subsidiary Level,80,,52,45,38,32,26,0
2019,Jun,WIT12,Unit 2 - International Advanced Subsidiary Level,80,,57,49,41,34,27,0
2019,Jun,WMA01,Core Mathematics C12,125,,98,85,72,60,48,0
2019,Jun,WMA02,Core Mathematics C34,125,115,105,94,83,72,62,0
2019,Jun,WMA11,Pure Mathematics 1,75,,58,51,44,38,32,0
2019,Jun,WMA12,Mathematics : Pure Maths P2 (New),75,,60,53,46,40,34,0
2019,Jun,WME01,Mechanics M1,75,,63,56,49,43,37,0
2019,Jun,WME02,Mechanics M2,75,65,58,51,44,38,32,0
2019,Jun,WME03,Mechanics M3,75,69,64,57,51,45,39,0
2019,Jun,WPH01,Physics On The Go,80,,49,45,41,38,35,0
2019,Jun,WPH02,Physics At Work,80,,50,45,40,35,30,0
2019,Jun,WPH03,Exploring Physics,40,,29,26,23,20,18,0
2019,Jun,WPH04,Physics On The Move,80,69,64,59,54,50,46,0
2019,Jun,WPH05,Physics from Creation to Collapse,80,63,60,57,54,51,48,0
2019,Jun,WPH06,Experimental Physics,40,33,29,25,22,19,16,0
2019,Jun,WPH11,Mechanics and Materials,80,,42,38,34,30,27,0
2019,Jun,WPH12,Waves and Electricity,80,,50,44,38,32,27,0
2019,Jun,WPH13,Practical Skills in Physics I,50,,32,28,25,22,19,0
2019,Jun,WPS01,Social and cognitive psychology,64,,28,25,22,20,18,0
2019,Jun,WPS02,"Biological psychology, learning theories and development",96,,47,40,33,26,20,0
2019,Jun,WPS03,Applications of Psychology,64,41,37,33,29,25,21,0
2019,Jun,WPS04,Clinical Psychology and Psychological Skills,96,50,44,38,32,26,20,0
2019,Jun,WSP01,Spoken Expression and Response,40,,31,27,23,19,16,0
2019,Jun,WSP02,Understanding and Written Response,90,,74,64,55,46,37,0
2019,Jun,WSP03,Understanding and Spoken Response,40,33,30,27,24,21,18,0
2019,Jun,WSP04,"Research, Understanding and Written Response",90,81,73,64,55,46,38,0
2019,Jun,WST01,Statistics S1,75,,50,43,36,30,24,0
2019,Jun,WST02,Statistics S2,75,67,59,51,43,36,29,0
2019,Jun,WST03,Statistics S3,75,71,67,60,53,46,40,0
2019,Jun,YLA1,Law (Papers 1 & 2),200,122,111,100,89,79,69,0
2019,Jan,WAA01,Understanding and Written Response,80,,59,50,41,32,23,0
2019,Jan,WAA02,"Research, Writing and Research",80,60,53,46,39,32,25,0
2019,Jan,WAC11,Unit 1: The Accounting System and Costing,200,,125,107,89,71,54,0
2019,Jan,WAC12,Unit 2: Corporate and Management Accounting,200,146,126,106,87,68,49,0
2019,Jan,WBI01,"Lifestyle, Transport, Genes and Health",80,,60,54,48,42,36,0
2019,Jan,WBI02,"Development, Plants and the Environment",80,,52,48,44,40,36,0
2019,Jan,WBI03,Practical Biology and Research Skills,40,,31,28,25,22,19,0
2019,Jan,WBI04,The Natural Environment and Species Survival,90,62,58,54,50,46,42,0
2019,Jan,WBI05,"Energy, Exercise and Coordination",90,57,53,49,46,43,40,0
2019,Jan,WBI06,Practical Biology and Investigative Skills,50,46,42,37,33,29,25,0
2019,Jan,WBI11,"Unit 1: Molecules, Diet, Transport and Health",80,,49,44,39,34,29,0
2019,Jan,WBS01,Business Enterprise,80,,54,48,43,38,33,0
2019,Jan,WBS02,Business Structures and Processes,80,,53,48,44,40,36,0
2019,Jan,WBS03,Strategic Business Decisions,80,64,58,52,47,42,37,0
2019,Jan,WBS04,Business in a Global Context,80,65,59,53,47,41,35,0
2019,Jan,WBS11,Marketing and People,80,,56,50,44,38,33,0
2019,Jan,WCH01,Core Principles Of Chemistry,80,,57,52,47,42,37,0
2019,Jan,WCH02,Application of Core Principles of Chemistry,80,,65,59,53,47,42,0
2019,Jan,WCH03,Chemistry Laboratory Skills I,50,,36,32,28,25,22,0
2019,Jan,WCH04,"General Principles Of Chemistry I: Rates, Equilibria and",90,78,72,66,60,55,50,0
2019,Jan,WCH05,General Principles Of Chemistry II – Transition Metals,90,75,69,63,57,52,47,0
2019,Jan,WCH06,Chemistry Laboratory Skills II,50,41,37,33,29,25,22,0
2019,Jan,WCH11,"Structure, Bonding and Introduction to Organic Chemistry",80,,60,54,48,43,38,0
2019,Jan,WDM01,Decision Mathematics D1,75,,58,53,48,43,38,0
2019,Jan,WEC01,Markets in Action,80,,60,54,48,42,37,0
2019,Jan,WEC02,Macroeconomic Performance and Policy,80,,52,47,42,37,33,0
2019,Jan,WEC03,Business Behavior,80,57,52,47,42,38,34,0
2019,Jan,WEC04,Developments in the Global Economy,80,63,57,51,45,39,33,0
2019,Jan,WEC11,Markets in Action,80,,59,53,47,41,35,0
2019,Jan,WEN01,Language: Context and Identity,50,,38,32,27,22,17,0
2019,Jan,WEN02,Language in Transition,50,,33,28,23,18,13,0
2019,Jan,WEN03,Crafting Language (Writing),50,40,35,30,25,20,16,0
2019,Jan,WEN04,Investigating Language,50,42,37,32,27,23,19,0
2019,Jan,WET01,Post-2000 Poetry and Prose,50,,37,33,29,25,22,0
2019,Jan,WET02,Drama,50,,36,32,28,25,22,0
2019,Jan,WET03,Poetry and Prose,50,41,36,31,27,23,19,0
2019,Jan,WET04,Shakespeare and Pre-1900 Poetry,50,41,37,33,29,25,21,0
2019,Jan,WFM01,Further Pure Mathematics F1,75,,64,59,54,49,44,0
2019,Jan,WFR01,Spoken Expression and Response,40,,32,28,24,20,16,0
2019,Jan,WFR02,Understanding and Written Response,90,,65,58,52,46,40,0
2019,Jan,WFR03,Understanding and Spoken Response,40,37,34,29,24,20,16,0
2019,Jan,WFR04,"Research, Understanding and Written Response",90,81,72,63,54,45,36,0
2019,Jan,WGE01,Global Challenges,90,,56,52,48,44,41,0
2019,Jan,WGE02,Geographical Investigations,60,,46,43,40,37,34,0
2019,Jan,WGE03,Contested Planet,90,70,63,56,50,44,38,0
2019,Jan,WGE04,Researching Geography,60,54,48,42,36,30,24,0
2019,Jan,WGK01,Understanding and Written Response,80,,60,52,44,36,29,0
2019,Jan,WGK02,Writing and Research,80,69,61,53,45,38,31,0
2019,Jan,WGN01,Spoken Expression and Response,40,,32,28,24,20,17,0
2019,Jan,WGN02,Understanding and Written Response,90,,64,56,48,40,33,0
